decade,genres,count
1950s,pakistani folk,3
1950s,polish folk,3
1950s,reggae,3
1950s,ryukyu ongaku,3
1950s,ska,3
1950s,sleep,3
1950s,son cubano,3
1950s,spanish renaissance,3
1950s,string quartet,3
1950s,texas blues,3
1950s,traditional bluegrass,3
1950s,ukulele,3
1950s,afrikaans folk,2
1950s,anglican liturgy,2
1950s,band organ,2
1950s,bhajan,2
1950s,bozlak,2
1950s,carnaval limburg,2
1950s,christmas instrumental,2
1950s,classic finnish rock,2
1950s,classical flute,2
1950s,country road,2
1950s,deep soundtrack,2
1950s,english renaissance,2
1950s,gamelan,2
1950s,greek swing,2
1950s,guitarra portuguesa,2
1950s,hindustani instrumental,2
1950s,indonesian indigenous,2
1950s,javanese gamelan,2
1950s,jug band,2
1950s,karadeniz turkuleri,2
1950s,moog,2
1950s,music hall,2
1950s,musica antigua,2
1950s,musique concrete,2
1950s,one-person band,2
1950s,punjabi folk,2
1950s,qawwali,2
1950s,russian classical piano,2
1950s,sami,2
1950s,spanish baroque,2
1950s,streektaal,2
1950s,string band,2
1950s,string orchestra,2
1950s,swamp pop,2
1950s,syrian pop,2
1950s,traditional funk,2
1950s,acousmatic,1
1950s,afghan pop,1
1950s,afghan traditional,1
1950s,afropop,1
1950s,azeri traditional,1
1950s,baglama,1
1950s,bandoneon,1
1950s,barnmusik,1
1950s,barrelhouse piano,1
1950s,beach music,1
1950s,boogaloo,1
1950s,boston rock,1
1950s,brazilian rockabilly,1
1950s,british jazz,1
1950s,cajun,1
1950s,canadian rockabilly,1
1950s,cape breton folk,1
1950s,cathedral choir,1
1950s,caucasian classical,1
1950s,cello,1
1950s,chicago soul,1
1950s,children's choir,1
1950s,children's music,1
1950s,classic australian country,1
1950s,classic azeri pop,1
1950s,classic canadian rock,1
1950s,classic eurovision,1
1950s,classic nepali pop,1
1950s,classic sinhala pop,1
1950s,classic uk pop,1
1950s,classical countertenor,1
1950s,classical harp,1
1950s,classical horn,1
1950s,comedienne,1
1950s,cornetas y tambores,1
1950s,croatian pop,1
1950s,dark trap,1
1950s,deep free jazz,1
1950s,drama,1
1950s,dutch experimental,1
1950s,electroacoustic composition,1
1950s,eurovision,1
1950s,flick hop,1
1950s,folclore extremeno,1
1950s,folclore navarra,1
1950s,folklore quebecois,1
1950s,georgian folk,1
1950s,greek guitar,1
1950s,hardingfele,1
1950s,indorock,1
1950s,irish gaelic folk,1
1950s,jaw harp,1
1950s,khaleeji iraqi,1
1950s,marimba orquesta,1
1950s,merengue,1
1950s,mexican rock,1
1950s,microtonal,1
1950s,middle eastern traditional,1
1950s,musica gaucha tradicionalista,1
1950s,musica indigena brasileira,1
1950s,muzica populara,1
1950s,nadaswaram,1
1950s,nederpop,1
1950s,nepali pop,1
1950s,new orleans funk,1
1950s,norwegian classical,1
1950s,norwegian folk,1
1950s,nuevo tango,1
1950s,orquesta cubana,1
1950s,orthodox chant,1
1950s,philly soul,1
1950s,pre-war blues,1
1950s,quartetto d'archi,1
1950s,quatuor a cordes,1
1950s,rock gaucho,1
1950s,romanian folk,1
1950s,romantico,1
1950s,russian romance,1
1950s,rwandan traditional,1
1950s,sertanejo tradicional,1
1950s,sitar,1
1950s,soda pop,1
1950s,swamp blues,1
1950s,swedish jazz orkester,1
1950s,tabla,1
1950s,traditional irish singing,1
1950s,traditional southern folk,1
1950s,ukrainian classical piano,1
1950s,ukrainian folk,1
1950s,university choir,1
1950s,uzbek traditional,1
1950s,veena,1
1950s,vintage classical singing,1
1950s,vintage radio show,1
1950s,vintage rockabilly,1
1950s,vintage spanish pop,1
1950s,world fusion,1
1950s,yugoslav rock,1
1950s,zydeco,1
1960s,adult standards,5278
1960s,classic rock,3982
1960s,brill building pop,3949
1960s,folk rock,3594
1960s,rock,3549
1960s,filmi,3300
1960s,lounge,2687
1960s,psychedelic rock,2549
1960s,rock-and-roll,2392
1960s,mellow gold,2367
1960s,soul,2286
1960s,vocal jazz,2115
1960s,british invasion,1902
1960s,classic bollywood,1879
1960s,easy listening,1861
1960s,sufi,1852
1960s,album rock,1735
1960s,desi pop,1612
1960s,rockabilly,1596
1960s,classic tollywood,1583
1960s,country rock,1502
1960s,jazz,1499
1960s,cool jazz,1480
1960s,folk,1467
1960s,blues rock,1389
1960s,roots rock,1387
1960s,art rock,1327
1960s,bossa nova,1280
1960s,motown,1241
1960s,bubblegum pop,1237
1960s,soul jazz,1145
1960s,merseybeat,1137
1960s,soft rock,1130
1960s,latin jazz,1022
1960s,hard bop,937
1960s,mpb,921
1960s,classic soul,918
1960s,bebop,908
1960s,funk,861
1960s,classic kollywood,796
1960s,salsa,779
1960s,swing,739
1960s,samba,735
1960s,hard rock,730
1960s,vintage taiwan pop,700
1960s,classical,669
1960s,jazz fusion,661
1960s,southern soul,598
1960s,ghazal,596
1960s,singer-songwriter,592
1960s,jazz blues,578
1960s,bolero,573
1960s,sunshine pop,570
1960s,velha guarda,568
1960s,salsa international,559
1960s,stride,548
1960s,tropical,540
1960s,jazz funk,534
1960s,blues,523
1960s,beatlesque,517
1960s,nueva cancion,511
1960s,classic uk pop,507
1960s,quiet storm,502
1960s,jazz piano,499
1960s,big band,492
1960s,classical performance,475
1960s,doo-wop,468
1960s,baroque pop,466
1960s,electric blues,465
1960s,brazilian jazz,463
1960s,jazz saxophone,458
1960s,tamil pop,456
1960s,traditional blues,447
1960s,symphonic rock,426
1960s,boogaloo,409
1960s,nashville sound,409
1960s,torch song,399
1960s,chanson,396
1960s,rhythm and blues,393
1960s,protopunk,381
1960s,orchestra,379
1960s,hoerspiel,372
1960s,kleine hoerspiel,372
1960s,reading,372
1960s,memphis soul,371
1960s,outlaw country,361
1960s,classic israeli pop,359
1960s,progressive rock,355
1960s,folklore argentino,345
1960s,tropicalia,330
1960s,chutney,324
1960s,classic polish pop,310
1960s,classic soundtrack,310
1960s,orchestral performance,309
1960s,exotica,302
1960s,disco,298
1960s,classic garage rock,297
1960s,arkansas country,288
1960s,samba-jazz,288
1960s,mambo,285
1960s,glam rock,281
1960s,jazz trumpet,281
1960s,ranchera,280
1960s,contemporary post-bop,276
1960s,soul blues,272
1960s,ye ye,271
1960s,classic pakistani pop,270
1960s,french pop,267
1960s,jazz guitar,259
1960s,british blues,250
1960s,early music,248
1960s,country,246
1960s,chamame,242
1960s,baroque,241
1960s,classic girl group,237
1960s,violao,235
1960s,experimental,232
1960s,american folk revival,230
1960s,cancion melodica,229
1960s,musica tradicional cubana,229
1960s,pop romantico,229
1960s,free jazz,224
1960s,surf music,220
1960s,classic swedish pop,216
1960s,german baroque,214
1960s,opera,211
1960s,classic arab pop,207
1960s,pagode,207
1960s,vintage swedish pop,207
1960s,british folk,205
1960s,charanga,203
1960s,freakbeat,201
1960s,avant-garde jazz,197
1960s,cosmic american,184
1960s,acid rock,180
1960s,choro,177
1960s,delta blues,175
1960s,chicago blues,174
1960s,latin pop,174
1960s,nederpop,172
1960s,classical era,171
1960s,indian classical,171
1960s,classic schlager,170
1960s,yacht rock,170
1960s,bolero mexicano,169
1960s,late romantic era,169
1960s,salsa puertorriquena,169
1960s,northern soul,165
1960s,latin classical,163
1960s,ballroom,161
1960s,classic country pop,161
1960s,cumbia,161
1960s,swedish jazz,161
1960s,canto popular uruguayo,155
1960s,melancholia,154
1960s,cantautor,153
1960s,british orchestra,148
1960s,rabindra sangeet,146
1960s,jovem guarda,144
1960s,laiko,144
1960s,flute rock,143
1960s,space age pop,143
1960s,tango,137
1960s,cowboy western,134
1960s,permanent wave,134
1960s,rock steady,133
1960s,rock nacional,131
1960s,trova,130
1960s,jazz trio,129
1960s,acoustic blues,128
1960s,classic colombian pop,128
1960s,classic greek pop,127
1960s,rock en espanol,127
1960s,early romantic era,125
1960s,german orchestra,125
1960s,forro,124
1960s,italian romanticism,124
1960s,italian opera,123
1960s,traditional folk,123
1960s,vintage chinese pop,122
1960s,german romanticism,120
1960s,volksmusik,119
1960s,irish folk,118
1960s,marathi traditional,115
1960s,classic icelandic pop,114
1960s,forro tradicional,113
1960s,ska,113
1960s,celtic,112
1960s,modern bollywood,112
1960s,vintage schlager,112
1960s,classic italian pop,111
1960s,soundtrack,111
1960s,memphis blues,110
1960s,mariachi,108
1960s,appalachian folk,107
1960s,canadian singer-songwriter,107
1960s,latin,107
1960s,rebetiko,105
1960s,reggae,104
1960s,dutch rock,103
1960s,jazz organ,103
1960s,arab pop,101
1960s,classical soprano,101
1960s,harlem renaissance,101
1960s,lebanese pop,101
1960s,french rock,100
1960s,traditional country,100
1960s,austrian orchestra,99
1960s,dabke,98
1960s,swamp rock,98
1960s,visor,97
1960s,argentine rock,96
1960s,post-punk,96
1960s,classic canadian rock,95
1960s,nova mpb,93
1960s,oklahoma country,92
1960s,psychedelic folk,91
1960s,classical tenor,90
1960s,country gospel,89
1960s,carnatic vocal,88
1960s,israeli rock,88
1960s,vintage tango,88
1960s,folklore uruguayo,87
1960s,hollywood,87
1960s,israeli singer-songwriter,87
1960s,operatic pop,87
1960s,vocal harmony group,87
1960s,chicago soul,85
1960s,heartland rock,85
1960s,dansband,84
1960s,harmonica blues,84
1960s,arab folk,83
1960s,old-time,83
1960s,southern rock,83
1960s,francoton,82
1960s,new orleans jazz,82
1960s,polca paraguaya,82
1960s,classic turkish pop,81
1960s,dixieland,81
1960s,folkmusik,81
1960s,italian adult pop,81
1960s,neo kyma,81
1960s,fado,78
1960s,accordion,77
1960s,jazz vibraphone,76
1960s,mexican rock-and-roll,76
1960s,baiao,74
1960s,brazilian classical,74
1960s,classical organ,74
1960s,folclore jujeno,74
1960s,jazz rock,74
1960s,post-romantic era,74
1960s,classical bass,72
1960s,hindustani classical,72
1960s,samba-rock,72
1960s,barockinterpreten,71
1960s,baroque ensemble,71
1960s,bolero cubano,71
1960s,mollywood,71
1960s,pop nacional antigas,70
1960s,shanty,70
1960s,ska revival,70
1960s,instrumental funk,69
1960s,irish pub song,69
1960s,viola da gamba,69
1960s,latin metal,68
1960s,classical baritone,67
1960s,philly soul,67
1960s,barnalog,66
1960s,c-pop,66
1960s,folclore salteno,66
1960s,rumba,66
1960s,vintage dutch pop,66
1960s,art pop,65
1960s,country blues,65
1960s,hindustani vocal,65
1960s,spiritual jazz,65
1960s,yodeling,65
1960s,brega,64
1960s,cuban rumba,64
1960s,flamenco,64
1960s,opera chorus,64
1960s,scottish singer-songwriter,64
1960s,sung poetry,64
1960s,classic norwegian pop,63
1960s,english baroque,63
1960s,bandoneon,62
1960s,brazilian indie,62
1960s,jam band,62
1960s,turkish jazz,62
1960s,hammond organ,61
1960s,indie r&b,61
1960s,italian tenor,61
1960s,library music,61
1960s,barnmusik,60
1960s,contemporary jazz,60
1960s,manguebeat,59
1960s,texas country,58
1960s,belly dance,57
1960s,dutch pop,57
1960s,experimental rock,57
1960s,jazz trombone,57
1960s,sleep,57
1960s,alternative rock,56
1960s,danspunk,56
1960s,instrumental soul,56
1960s,louisiana blues,56
1960s,musica para ninos,56
1960s,operetta,56
1960s,samba de roda,56
1960s,afropop,55
1960s,nueva ola peruana,55
1960s,swedish rock-and-roll,55
1960s,banjo,54
1960s,calypso,54
1960s,canadian country,54
1960s,gregorian chant,54
1960s,flamenco guitar,53
1960s,pub rock,53
1960s,cha-cha-cha,52
1960s,free improvisation,52
1960s,nuevo tango,52
1960s,bluegrass,51
1960s,bluegrass gospel,51
1960s,souldies,51
1960s,tamil devotional,51
1960s,movie tunes,50
1960s,french soundtrack,49
1960s,icelandic pop,49
1960s,puerto rican folk,49
1960s,violin,49
1960s,country dawn,48
1960s,deep adult standards,48
1960s,french jazz,48
1960s,honky tonk,48
1960s,laboratorio,48
1960s,musica popular uruguaya,48
1960s,piano blues,48
1960s,german country,47
1960s,polish jazz,46
1960s,victorian britain,46
1960s,dub,45
1960s,piano rock,45
1960s,space rock,45
1960s,children's music,44
1960s,classic belgian pop,44
1960s,turkish folk,44
1960s,afrobeat,43
1960s,classical cello,43
1960s,jazz drums,43
1960s,new orleans blues,43
1960s,german choir,42
1960s,classical piano,41
1960s,freak folk,41
1960s,guitarra argentina,41
1960s,historic orchestral performance,41
1960s,icelandic rock,41
1960s,lovers rock,41
1960s,peruvian rock,41
1960s,supergroup,41
1960s,metal,40
1960s,modern blues,40
1960s,musica andina,40
1960s,zolo,40
1960s,bouzouki,39
1960s,classic peruvian pop,39
1960s,dream pop,39
1960s,jazz quartet,39
1960s,mexican classic rock,39
1960s,romantico,39
1960s,world,39
1960s,alternative country,38
1960s,canzone d'autore,38
1960s,choral,38
1960s,greek contemporary classical,38
1960s,south african jazz,38
1960s,comic,37
1960s,instrumental rock,37
1960s,light music,37
1960s,italian alternative,36
1960s,italian baritone,36
1960s,jazz clarinet,36
1960s,german soundtrack,35
1960s,latin soundtrack,35
1960s,lilith,35
1960s,sertanejo tradicional,35
1960s,austrian choir,34
1960s,barnemusikk,34
1960s,carnatic,34
1960s,classical mezzo-soprano,34
1960s,norwegian pop,33
1960s,polish folk,33
1960s,texas blues,33
1960s,vintage hollywood,33
1960s,classic danish pop,32
1960s,pinoy traditional,32
1960s,turkish psych,32
1960s,schlager,31
1960s,turkish pop,31
1960s,western swing,31
1960s,classic konkani pop,30
1960s,poezja spiewana,30
1960s,show tunes,30
1960s,umbanda,30
1960s,entehno,29
1960s,komedi,29
1960s,musica afroperuana,29
1960s,russian romanticism,29
1960s,christmas instrumental,28
1960s,classic hungarian pop,28
1960s,classic hungarian rock,28
1960s,detroit rock,28
1960s,german rock,28
1960s,psychedelic soul,28
1960s,puerto rican pop,28
1960s,sefardi,28
1960s,spanish classical,28
1960s,beat italiano,27
1960s,brazilian rock,27
1960s,canzone napoletana,27
1960s,kundiman,27
1960s,liedermacher,27
1960s,moog,27
1960s,norteno,27
1960s,polish blues,27
1960s,progressive bluegrass,27
1960s,bangla,26
1960s,cante flamenco,26
1960s,dutch prog,26
1960s,early reggae,26
1960s,norske viser,26
1960s,psicodelia brasileira,26
1960s,regional mexican,26
1960s,japanese jazz,25
1960s,punk blues,25
1960s,art song,24
1960s,barnasogur,24
1960s,bomba y plena,24
1960s,country boogie,24
1960s,german opera,24
1960s,italian orchestra,24
1960s,jazz harp,24
1960s,jump blues,24
1960s,meditation,24
1960s,mexican traditional,24
1960s,novelty,24
1960s,spirituals,24
1960s,straight-ahead jazz,24
1960s,vlaamse cabaret,24
1960s,corrido,23
1960s,dansktop,23
1960s,violao classico,23
1960s,bossa nova jazz,22
1960s,brazilian boogie,22
1960s,classic greek rock,22
1960s,eastern bloc groove,22
1960s,kayokyoku,22
1960s,polish pop,22
1960s,taiwan campus folk,22
1960s,vintage norwegian pop,22
1960s,broadway,21
1960s,classical contralto,21
1960s,cumbia uruguaya,21
1960s,roots reggae,21
1960s,xhosa,21
1960s,beach music,20
1960s,dutch cabaret,20
1960s,funk rock,20
1960s,gospel,20
1960s,italian baroque,20
1960s,italian soprano,20
1960s,musica colombiana instrumental,20
1960s,native american,20
1960s,norwegian rock,20
1960s,romanian folk,20
1960s,svensk progg,20
1960s,australian rock,19
1960s,chanson paillarde,19
1960s,classic russian pop,19
1960s,italian bass,19
1960s,musica popular mineira,19
1960s,muzica populara,19
1960s,smooth jazz,19
1960s,african-american classical,18
1960s,british choir,18
1960s,bulgarian rock,18
1960s,cantonese opera,18
1960s,classic danish rock,18
1960s,classic portuguese pop,18
1960s,enka,18
1960s,new americana,18
1960s,punk,18
1960s,afrofuturism,17
1960s,cumbia chilena,17
1960s,double drumming,17
1960s,dutch blues,17
1960s,early modern classical,17
1960s,french romanticism,17
1960s,garage rock,17
1960s,levenslied,17
1960s,russian classical piano,17
1960s,russian folk,17
1960s,samba paulista,17
1960s,samba-enredo,17
1960s,classic cantopop,16
1960s,classic mandopop,16
1960s,deep ragga,16
1960s,disney,16
1960s,hungarian classical performance,16
1960s,new wave pop,16
1960s,old school dancehall,16
1960s,anadolu rock,15
1960s,barnsagor,15
1960s,british modern classical,15
1960s,bulgarian pop,15
1960s,cabaret,15
1960s,chant religieux,15
1960s,classic opm,15
1960s,classic psychedelic rock,15
1960s,classic venezuelan pop,15
1960s,jazz brass,15
1960s,kalmar indie,15
1960s,partido alto,15
1960s,vintage italian soundtrack,15
1960s,avant-garde,14
1960s,bakersfield sound,14
1960s,chilean rock,14
1960s,classic nz pop,14
1960s,cuarteto,14
1960s,drone folk,14
1960s,folklore chileno,14
1960s,gospel singers,14
1960s,gospel soul,14
1960s,greek pop,14
1960s,icelandic traditional,14
1960s,neoclassicism,14
1960s,tuna estudiantil,14
1960s,vintage chanson,14
1960s,vintage french electronic,14
1960s,american orchestra,13
1960s,arabesk,13
1960s,boogie-woogie,13
1960s,chicha,13
1960s,compositional ambient,13
1960s,contemporary gospel,13
1960s,dark trap,13
1960s,galante era,13
1960s,irish ballad,13
1960s,irish classical,13
1960s,marching band,13
1960s,musica de intervencao,13
1960s,musica yucateca,13
1960s,phonk,13
1960s,piano mpb,13
1960s,russian orchestra,13
1960s,accordeon,12
1960s,bal-musette,12
1960s,canzone genovese,12
1960s,ecm-style jazz,12
1960s,folclore tucumano,12
1960s,halloween,12
1960s,historic piano performance,12
1960s,italian indie pop,12
1960s,jazz accordion,12
1960s,neo-psychedelic,12
1960s,psychedelic blues-rock,12
1960s,slovak pop,12
1960s,slovak rock,12
1960s,song poem,12
1960s,trio cubano,12
1960s,american classical piano,11
1960s,bachata,11
1960s,bachata dominicana,11
1960s,british soundtrack,11
1960s,chanson quebecois,11
1960s,classical clarinet,11
1960s,copla,11
1960s,dutch indie,11
1960s,fourth world,11
1960s,impressionism,11
1960s,musica andina colombiana,11
1960s,psychedelic folk rock,11
1960s,russian modern classical,11
1960s,scorecore,11
1960s,son cubano,11
1960s,ukrainian classical,11
1960s,classic finnish rock,10
1960s,classical guitar,10
1960s,dance pop,10
1960s,fingerstyle,10
1960s,french orchestra,10
1960s,german pop,10
1960s,jazz venezolano,10
1960s,klezmer,10
1960s,nueva ola chilena,10
1960s,polish reggae,10
1960s,pop,10
1960s,pop rock,10
1960s,pops orchestra,10
1960s,ragtime,10
1960s,rock uruguayo,10
1960s,rockabilly en espanol,10
1960s,roda de samba,10
1960s,spanish invasion,10
1960s,spanish new wave,10
1960s,veena,10
1960s,world fusion,10
1960s,african percussion,9
1960s,ambient folk,9
1960s,american primitive,9
1960s,banda,9
1960s,bard,9
1960s,bulgarian folk,9
1960s,drama,9
1960s,french opera,9
1960s,german jazz,9
1960s,hindustani instrumental,9
1960s,indian violin,9
1960s,indie folk,9
1960s,jazz mexicano,9
1960s,musica jibara,9
1960s,papuri,9
1960s,piedmont blues,9
1960s,syrian pop,9
1960s,american romanticism,8
1960s,bow pop,8
1960s,carnatic instrumental,8
1960s,chinese folk,8
